Timestamp,Mean_ACC_X,Std_ACC_X,Min_ACC_X,Max_ACC_X,Range_ACC_X,Median_ACC_X,Skewness_ACC_X,Kurtosis_ACC_X,Energy_ACC_X,Entropy_ACC_X,Mean_ACC_Y,Std_ACC_Y,Min_ACC_Y,Max_ACC_Y,Range_ACC_Y,Median_ACC_Y,Skewness_ACC_Y,Kurtosis_ACC_Y,Energy_ACC_Y,Entropy_ACC_Y,Mean_ACC_Z,Std_ACC_Z,Min_ACC_Z,Max_ACC_Z,Range_ACC_Z,Median_ACC_Z,Skewness_ACC_Z,Kurtosis_ACC_Z,Energy_ACC_Z,Entropy_ACC_Z,Activity
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",210.21,2.332445718618767,209.0,221.0,12.0,210.0,3.0791485011416535,9.417035047550097,4419363.0,6.643769228652686,210.21,2.332445718618767,209.0,221.0,12.0,210.0,3.0791485011416535,9.417035047550097,4419363.0,6.643769228652686,210.21,2.332445718618767,209.0,221.0,12.0,210.0,3.0791485011416535,9.417035047550097,4419363.0,6.643769228652686,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",238.79,2.332445718618767,228.0,240.0,12.0,239.0,-3.0791485011416535,9.417035047550097,5702605.0,6.643787372239322,238.79,2.332445718618767,228.0,240.0,12.0,239.0,-3.0791485011416535,9.417035047550097,5702605.0,6.643787372239322,238.79,2.332445718618767,228.0,240.0,12.0,239.0,-3.0791485011416535,9.417035047550097,5702605.0,6.643787372239322,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",1984.83,7.74603841399662,1965.0,2001.0,36.0,1985.0,-0.07050136153384319,-0.48601526134275597,393960953.0,6.643845312148335,1984.83,7.74603841399662,1965.0,2001.0,36.0,1985.0,-0.07050136153384319,-0.48601526134275597,393960953.0,6.643845312148335,1984.83,7.74603841399662,1965.0,2001.0,36.0,1985.0,-0.07050136153384319,-0.48601526134275597,393960953.0,6.643845312148335,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",315.83,8.299999999999999,296.0,336.0,40.0,315.5,0.01081117323704745,-0.1315878553839771,9981679.0,6.643362869965768,315.83,8.299999999999999,296.0,336.0,40.0,315.5,0.01081117323704745,-0.1315878553839771,9981679.0,6.643362869965768,315.83,8.299999999999999,296.0,336.0,40.0,315.5,0.01081117323704745,-0.1315878553839771,9981679.0,6.643362869965768,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-341.04,13.026716913150201,-374.0,-300.0,74.0,-341.5,0.3243066352452201,0.6231792617493221,11647628.0,6.6428091324399725,-341.04,13.026716913150201,-374.0,-300.0,74.0,-341.5,0.3243066352452201,0.6231792617493221,11647628.0,6.6428091324399725,-341.04,13.026716913150201,-374.0,-300.0,74.0,-341.5,0.3243066352452201,0.6231792617493221,11647628.0,6.6428091324399725,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-2.5,24.389308801980917,-46.0,41.0,87.0,-1.0,-0.06903549687141028,-0.6933583324532622,59514.0,13.339761499836285,-2.5,24.389308801980917,-46.0,41.0,87.0,-1.0,-0.06903549687141028,-0.6933583324532622,59514.0,13.339761499836285,-2.5,24.389308801980917,-46.0,41.0,87.0,-1.0,-0.06903549687141028,-0.6933583324532622,59514.0,13.339761499836285,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-0.36,11.116935846997707,-20.0,20.0,40.0,-0.5,-0.016965955886725514,-0.8998390085403902,12248.0,20.64395966089313,-0.36,11.116935846997707,-20.0,20.0,40.0,-0.5,-0.016965955886725514,-0.8998390085403902,12248.0,20.64395966089313,-0.36,11.116935846997707,-20.0,20.0,40.0,-0.5,-0.016965955886725514,-0.8998390085403902,12248.0,20.64395966089313,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",0.03,23.64743349945425,-38.0,37.0,75.0,0.0,0.004087822749167854,-1.5596164551630725,55361.0,-1080.8796687098895,0.03,23.64743349945425,-38.0,37.0,75.0,0.0,0.004087822749167854,-1.5596164551630725,55361.0,-1080.8796687098895,0.03,23.64743349945425,-38.0,37.0,75.0,0.0,0.004087822749167854,-1.5596164551630725,55361.0,-1080.8796687098895,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-76.8154,0.3190117948485996,-77.86,-76.11,1.75,-76.785,-0.5345189079485435,0.6332669864999332,590070.6428,6.643843881818287,-76.8154,0.3190117948485996,-77.86,-76.11,1.75,-76.785,-0.5345189079485435,0.6332669864999332,590070.6428,6.643843881818287,-76.8154,0.3190117948485996,-77.86,-76.11,1.75,-76.785,-0.5345189079485435,0.6332669864999332,590070.6428,6.643843881818287,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",8.911999999999999,0.22950979821076803,8.36,9.47,1.1100000000000012,8.9,0.0029383310061105636,-0.06285009576194511,7947.5892,6.643382429875422,8.911999999999999,0.22950979821076803,8.36,9.47,1.1100000000000012,8.9,0.0029383310061105636,-0.06285009576194511,7947.5892,6.643382429875422,8.911999999999999,0.22950979821076803,8.36,9.47,1.1100000000000012,8.9,0.0029383310061105636,-0.06285009576194511,7947.5892,6.643382429875422,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",9.040700000000001,0.23305288340770738,8.47,9.61,1.1399999999999988,9.03,-0.027202618030459043,-0.0289477738672006,8178.802700000001,6.643381376157161,9.040700000000001,0.23305288340770738,8.47,9.61,1.1399999999999988,9.03,-0.027202618030459043,-0.0289477738672006,8178.802700000001,6.643381376157161,9.040700000000001,0.23305288340770738,8.47,9.61,1.1399999999999988,9.03,-0.027202618030459043,-0.0289477738672006,8178.802700000001,6.643381376157161,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",276.99,0.17378728435078372,276.0,278.0,2.0,277.0,-1.7873992455676866,31.7544044272896,7672349.0,6.643855908553849,276.99,0.17378728435078372,276.0,278.0,2.0,277.0,-1.7873992455676866,31.7544044272896,7672349.0,6.643855908553849,276.99,0.17378728435078372,276.0,278.0,2.0,277.0,-1.7873992455676866,31.7544044272896,7672349.0,6.643855908553849,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",209.53,0.5016135580465921,209.0,210.0,1.0,210.0,-0.12205509363491929,-2.026035575325537,4390307.0,6.6438520965299706,209.53,0.5016135580465921,209.0,210.0,1.0,210.0,-0.12205509363491929,-2.026035575325537,4390307.0,6.6438520965299706,209.53,0.5016135580465921,209.0,210.0,1.0,210.0,-0.12205509363491929,-2.026035575325537,4390307.0,6.6438520965299706,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",239.47,0.5016135580465921,239.0,240.0,1.0,239.0,0.12205509363491929,-2.026035575325537,5734613.0,6.6438530566326515,239.47,0.5016135580465921,239.0,240.0,1.0,239.0,0.12205509363491929,-2.026035575325537,5734613.0,6.6438530566326515,239.47,0.5016135580465921,239.0,240.0,1.0,239.0,0.12205509363491929,-2.026035575325537,5734613.0,6.6438530566326515,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",1988.86,29.353305872704794,1911.0,2081.0,170.0,1988.0,0.5030457689604171,2.701552516193669,395641710.0,6.6437009810364955,1988.86,29.353305872704794,1911.0,2081.0,170.0,1988.0,0.5030457689604171,2.701552516193669,395641710.0,6.6437009810364955,1988.86,29.353305872704794,1911.0,2081.0,170.0,1988.0,0.5030457689604171,2.701552516193669,395641710.0,6.6437009810364955,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",302.64,41.253960936245775,224.0,396.0,172.0,304.5,0.0775250473997433,-0.44078865327134276,9327584.0,6.630530189542189,302.64,41.253960936245775,224.0,396.0,172.0,304.5,0.0775250473997433,-0.44078865327134276,9327584.0,6.630530189542189,302.64,41.253960936245775,224.0,396.0,172.0,304.5,0.0775250473997433,-0.44078865327134276,9327584.0,6.630530189542189,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-335.78,35.51655752724155,-477.0,-239.0,238.0,-336.0,-0.5539648013034735,2.0802162914757543,11399702.0,6.635952589994264,-335.78,35.51655752724155,-477.0,-239.0,238.0,-336.0,-0.5539648013034735,2.0802162914757543,11399702.0,6.635952589994264,-335.78,35.51655752724155,-477.0,-239.0,238.0,-336.0,-0.5539648013034735,2.0802162914757543,11399702.0,6.635952589994264,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-2.69,21.282465396032794,-47.0,41.0,88.0,-1.0,0.09561685082475997,-0.379821741073997,45565.0,12.45123670450985,-2.69,21.282465396032794,-47.0,41.0,88.0,-1.0,0.09561685082475997,-0.379821741073997,45565.0,12.45123670450985,-2.69,21.282465396032794,-47.0,41.0,88.0,-1.0,0.09561685082475997,-0.379821741073997,45565.0,12.45123670450985,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-0.26,10.600762312973611,-23.0,19.0,42.0,0.0,-0.12245098872526271,-0.6575366483377549,11132.0,18.093696015412604,-0.26,10.600762312973611,-23.0,19.0,42.0,0.0,-0.12245098872526271,-0.6575366483377549,11132.0,18.093696015412604,-0.26,10.600762312973611,-23.0,19.0,42.0,0.0,-0.12245098872526271,-0.6575366483377549,11132.0,18.093696015412604,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-0.38,24.716485317792383,-39.0,40.0,79.0,0.5,0.01975239985462324,-1.5154548023542302,60494.0,16.151784917259658,-0.38,24.716485317792383,-39.0,40.0,79.0,0.5,0.01975239985462324,-1.5154548023542302,60494.0,16.151784917259658,-0.38,24.716485317792383,-39.0,40.0,79.0,0.5,0.01975239985462324,-1.5154548023542302,60494.0,16.151784917259658,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-77.1181,0.6555754585234121,-78.6,-74.21,4.390000000000001,-77.185,1.0671565816012727,3.470622440126099,594762.6828999999,6.643804425477406,-77.1181,0.6555754585234121,-78.6,-74.21,4.390000000000001,-77.185,1.0671565816012727,3.470622440126099,594762.6828999999,6.643804425477406,-77.1181,0.6555754585234121,-78.6,-74.21,4.390000000000001,-77.185,1.0671565816012727,3.470622440126099,594762.6828999999,6.643804425477406,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",8.5369,1.20411893687518,6.23,11.46,5.23,8.5,0.11446105321725583,-0.3137422930366922,7431.4065,6.629601922153539,8.5369,1.20411893687518,6.23,11.46,5.23,8.5,0.11446105321725583,-0.3137422930366922,7431.4065,6.629601922153539,8.5369,1.20411893687518,6.23,11.46,5.23,8.5,0.11446105321725583,-0.3137422930366922,7431.4065,6.629601922153539,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",8.655100000000001,1.2043251138284794,6.32,11.57,5.25,8.635000000000002,0.10345655132475488,-0.31266178861181393,7634.6651,6.629978872259782,8.655100000000001,1.2043251138284794,6.32,11.57,5.25,8.635000000000002,0.10345655132475488,-0.31266178861181393,7634.6651,6.629978872259782,8.655100000000001,1.2043251138284794,6.32,11.57,5.25,8.635000000000002,0.10345655132475488,-0.31266178861181393,7634.6651,6.629978872259782,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",274.92,4.30334612584067,249.0,287.0,38.0,276.0,-2.542999726645055,14.820295073713286,7559934.0,6.643678811344015,274.92,4.30334612584067,249.0,287.0,38.0,276.0,-2.542999726645055,14.820295073713286,7559934.0,6.643678811344015,274.92,4.30334612584067,249.0,287.0,38.0,276.0,-2.542999726645055,14.820295073713286,7559934.0,6.643678811344015,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",210.31,1.7563449190712697,198.0,214.0,16.0,211.0,-3.500460579558115,23.591220692042164,4423335.0,6.643805893347716,210.31,1.7563449190712697,198.0,214.0,16.0,211.0,-3.500460579558115,23.591220692042164,4423335.0,6.643805893347716,210.31,1.7563449190712697,198.0,214.0,16.0,211.0,-3.500460579558115,23.591220692042164,4423335.0,6.643805893347716,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",238.69,1.7563449190712697,235.0,251.0,16.0,238.0,3.500460579558115,23.591220692042164,5697597.0,6.643817840457103,238.69,1.7563449190712697,235.0,251.0,16.0,238.0,3.500460579558115,23.591220692042164,5697597.0,6.643817840457103,238.69,1.7563449190712697,235.0,251.0,16.0,238.0,3.500460579558115,23.591220692042164,5697597.0,6.643817840457103,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",1990.18,25.31593501446402,1921.0,2052.0,131.0,1992.0,-0.5747311315959742,0.8232398181770919,396145092.0,6.643740348759724,1990.18,25.31593501446402,1921.0,2052.0,131.0,1992.0,-0.5747311315959742,0.8232398181770919,396145092.0,6.643740348759724,1990.18,25.31593501446402,1921.0,2052.0,131.0,1992.0,-0.5747311315959742,0.8232398181770919,396145092.0,6.643740348759724,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",285.3,107.26239892069458,163.0,573.0,410.0,253.0,1.2696971204826466,0.6327236198873534,9278626.0,6.552745929980284,285.3,107.26239892069458,163.0,573.0,410.0,253.0,1.2696971204826466,0.6327236198873534,9278626.0,6.552745929980284,285.3,107.26239892069458,163.0,573.0,410.0,253.0,1.2696971204826466,0.6327236198873534,9278626.0,6.552745929980284,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-357.55,31.59445514579411,-425.0,-298.0,127.0,-355.0,-0.2871596588125034,-0.8923383421532756,12883023.0,6.638311629977917,-357.55,31.59445514579411,-425.0,-298.0,127.0,-355.0,-0.2871596588125034,-0.8923383421532756,12883023.0,6.638311629977917,-357.55,31.59445514579411,-425.0,-298.0,127.0,-355.0,-0.2871596588125034,-0.8923383421532756,12883023.0,6.638311629977917,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-3.34,21.398206287519344,-46.0,40.0,86.0,-2.0,0.05658060993053051,-0.4784606506458746,46446.0,11.510151683015867,-3.34,21.398206287519344,-46.0,40.0,86.0,-2.0,0.05658060993053051,-0.4784606506458746,46446.0,11.510151683015867,-3.34,21.398206287519344,-46.0,40.0,86.0,-2.0,0.05658060993053051,-0.4784606506458746,46446.0,11.510151683015867,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",0.2,9.991915924305198,-19.0,20.0,39.0,0.0,-0.007327589698684439,-0.7621298162844128,9888.0,18.899779679734102,0.2,9.991915924305198,-19.0,20.0,39.0,0.0,-0.007327589698684439,-0.7621298162844128,9888.0,18.899779679734102,0.2,9.991915924305198,-19.0,20.0,39.0,0.0,-0.007327589698684439,-0.7621298162844128,9888.0,18.899779679734102,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",0.07,24.19042927868103,-39.0,39.0,78.0,3.0,-0.021780405568095046,-1.4697134376400958,57933.0,-280.470515441848,0.07,24.19042927868103,-39.0,39.0,78.0,3.0,-0.021780405568095046,-1.4697134376400958,57933.0,-280.470515441848,0.07,24.19042927868103,-39.0,39.0,78.0,3.0,-0.021780405568095046,-1.4697134376400958,57933.0,-280.470515441848,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-76.9182,2.5044862292947974,-79.67,-70.06,9.61,-77.805,1.2594314860760814,0.41745536812169437,592261.9218,6.643088477372935,-76.9182,2.5044862292947974,-79.67,-70.06,9.61,-77.805,1.2594314860760814,0.41745536812169437,592261.9218,6.643088477372935,-76.9182,2.5044862292947974,-79.67,-70.06,9.61,-77.805,1.2594314860760814,0.41745536812169437,592261.9218,6.643088477372935,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",8.0264,3.0347560832542184,4.61,16.25,11.64,7.05,1.2902335364148785,0.6806189760346983,7354.0743999999995,6.551941461680693,8.0264,3.0347560832542184,4.61,16.25,11.64,7.05,1.2902335364148785,0.6806189760346983,7354.0743999999995,6.551941461680693,8.0264,3.0347560832542184,4.61,16.25,11.64,7.05,1.2902335364148785,0.6806189760346983,7354.0743999999995,6.551941461680693,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",8.1587,3.101383091591247,4.68,16.58,11.899999999999999,7.17,1.288641159243293,0.6609182448533546,7608.677699999998,6.550987442683792,8.1587,3.101383091591247,4.68,16.58,11.899999999999999,7.17,1.288641159243293,0.6609182448533546,7608.677699999998,6.550987442683792,8.1587,3.101383091591247,4.68,16.58,11.899999999999999,7.17,1.288641159243293,0.6609182448533546,7608.677699999998,6.550987442683792,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",267.32,4.609783184717154,246.0,286.0,40.0,268.0,-0.5737512988375957,5.523042620182839,7148102.0,6.643643054180897,267.32,4.609783184717154,246.0,286.0,40.0,268.0,-0.5737512988375957,5.523042620182839,7148102.0,6.643643054180897,267.32,4.609783184717154,246.0,286.0,40.0,268.0,-0.5737512988375957,5.523042620182839,7148102.0,6.643643054180897,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",210.39,2.5579940057266235,205.0,216.0,11.0,211.0,-0.7456399103322566,-0.3913443363063722,4427043.0,6.643750303367757,210.39,2.5579940057266235,205.0,216.0,11.0,211.0,-0.7456399103322566,-0.3913443363063722,4427043.0,6.643750303367757,210.39,2.5579940057266235,205.0,216.0,11.0,211.0,-0.7456399103322566,-0.3913443363063722,4427043.0,6.643750303367757,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",238.61,2.5579940057266235,233.0,244.0,11.0,238.0,0.7456399103322566,-0.3913443363063722,5694121.0,6.643774326893027,238.61,2.5579940057266235,233.0,244.0,11.0,238.0,0.7456399103322566,-0.3913443363063722,5694121.0,6.643774326893027,238.61,2.5579940057266235,233.0,244.0,11.0,238.0,0.7456399103322566,-0.3913443363063722,5694121.0,6.643774326893027,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",1952.39,96.50026377731257,1688.0,2302.0,614.0,1951.0,0.6328816427058256,3.212187867771592,382104589.0,6.642125334259217,1952.39,96.50026377731257,1688.0,2302.0,614.0,1951.0,0.6328816427058256,3.212187867771592,382104589.0,6.642125334259217,1952.39,96.50026377731257,1688.0,2302.0,614.0,1951.0,0.6328816427058256,3.212187867771592,382104589.0,6.642125334259217,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",519.8,74.12683642775994,316.0,683.0,367.0,523.5,-0.022666527508544355,0.07277561643985564,27563188.0,6.629162971654747,519.8,74.12683642775994,316.0,683.0,367.0,523.5,-0.022666527508544355,0.07277561643985564,27563188.0,6.629162971654747,519.8,74.12683642775994,316.0,683.0,367.0,523.5,-0.022666527508544355,0.07277561643985564,27563188.0,6.629162971654747,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-177.92,139.60106798236964,-500.0,-24.0,476.0,-108.0,-1.0131362011213025,-0.1414223639626262,5094910.0,6.23702858504854,-177.92,139.60106798236964,-500.0,-24.0,476.0,-108.0,-1.0131362011213025,-0.1414223639626262,5094910.0,6.23702858504854,-177.92,139.60106798236964,-500.0,-24.0,476.0,-108.0,-1.0131362011213025,-0.1414223639626262,5094910.0,6.23702858504854,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-1.76,20.938158100617752,-46.0,41.0,87.0,-2.5,-0.04104592399472943,-0.3858057288943515,43712.0,15.333412882532595,-1.76,20.938158100617752,-46.0,41.0,87.0,-2.5,-0.04104592399472943,-0.3858057288943515,43712.0,15.333412882532595,-1.76,20.938158100617752,-46.0,41.0,87.0,-2.5,-0.04104592399472943,-0.3858057288943515,43712.0,15.333412882532595,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-1.09,10.817209446156628,-24.0,20.0,44.0,0.0,-0.062060623284875695,-0.5143107134016702,11703.0,13.633535128686232,-1.09,10.817209446156628,-24.0,20.0,44.0,0.0,-0.062060623284875695,-0.5143107134016702,11703.0,13.633535128686232,-1.09,10.817209446156628,-24.0,20.0,44.0,0.0,-0.062060623284875695,-0.5143107134016702,11703.0,13.633535128686232,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-0.44,24.43061500443551,-41.0,40.0,81.0,-4.0,0.01945254529849761,-1.4017843872414988,59108.0,20.769904779455896,-0.44,24.43061500443551,-41.0,40.0,81.0,-4.0,0.01945254529849761,-1.4017843872414988,59108.0,20.769904779455896,-0.44,24.43061500443551,-41.0,40.0,81.0,-4.0,0.01945254529849761,-1.4017843872414988,59108.0,20.769904779455896,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",-73.8376,2.1478441716890413,-78.22,-69.23,8.989999999999995,-73.73,-0.033761706105010725,-0.8585125817943218,545655.8276,6.643251935651002,-73.8376,2.1478441716890413,-78.22,-69.23,8.989999999999995,-73.73,-0.033761706105010725,-0.8585125817943218,545655.8276,6.643251935651002,-73.8376,2.1478441716890413,-78.22,-69.23,8.989999999999995,-73.73,-0.033761706105010725,-0.8585125817943218,545655.8276,6.643251935651002,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",14.816,2.062436041248898,9.51,18.83,9.319999999999999,14.88,0.09676883718447739,-0.6247468400273455,22372.496200000005,6.629972342676198,14.816,2.062436041248898,9.51,18.83,9.319999999999999,14.88,0.09676883718447739,-0.6247468400273455,22372.496200000005,6.629972342676198,14.816,2.062436041248898,9.51,18.83,9.319999999999999,14.88,0.09676883718447739,-0.6247468400273455,22372.496200000005,6.629972342676198,"0    1
Name: ACTIVITY_CODE, dtype: int32"
"0    16:26.6
1    16:27.1
2    16:34.4
3    16:35.8
4    16:39.3
5    16:39.8
Name: TIMESTAMP, dtype: object",14.9026,2.0301234574589926,9.81,18.9,9.089999999999998,14.98,0.1261729466697096,-0.6331005803347836,22616.767399999997,6.63058157567726,14.9026,2.0301234574589926,9.81,18.9,9.089999999999998,14.98,0.1261729466697096,-0.6331005803347836,22616.767399999997,6.63058157567726,14.9026,2.0301234574589926,9.81,18.9,9.089999999999998,14.98,0.1261729466697096,-0.6331005803347836,22616.767399999997,6.63058157567726,"0    1
Name: ACTIVITY_CODE, dtype: int32"
